"","ID","name","address","city","state","zip","county","beneficiaries","totaldays","total_medicare_payment","total_medicare_standard_payment","total_charge","percent_home_health","physician_services","home_health_pday","snf_pday","social_service_pday","total_live_discharges","benefls7days","benefgr60days","benefgr180days","home_health_pday_wkppd","snf_pday_wkppd","social_service_pday_wkppd","age","male","female","white","advantage","medicaid","cancer","dementia","stroke","heart","resp","otherdx","site_home","site_alf","site_nonsnf","site_snf","site_inpthospital","site_inpthospice","rated6_","rated7_8","rated9_10","recommend_not","communicated_always","helped_always","respect_always","emotionalsupport_not","emotionalsupport","communicated_not","helped_not","respect_not","communicated_usually","helped_usually","respect_usually","pain_always","pain_not","pain_usually","training_definitely","training_not","training_somewhat","recommend_definitely","recommend_probably","region","regionne","regionmw","regionsouth","regionwest","expansionstate","medicare_payment_pbene","medicare_standard_payment_pbene","charge_pbene","medicare_payment_pbeneday","medicare_standard_payment_pbeneday","charge_pbeneday","medicare_return_rate","discharges_pbeneday","benefgr180days_pct","benefgr60days_pct","benefls7days_pct","calcavglos","totaldx","cancer_pct","stroke_pct","dementia_pct","heart_pct","resp_pct","otherdx_pct","male_pct","female_pct","advantage_pct","medicaid_pct","hourssetting","home_health_pct","snf_pct","social_services_pct","majoritysetting","site_home_pct","site_alf_pct","site_nonsnf_pct","site_snf_pct","site_inpthospital_pct","site_inpthospice_pct"
"11",11516,"HOSPICE OF LIMESTONE COUNTY","405 SOUTH MARION STREET, P O BOX 626","ATHENS","AL",35611,"AL - Huntsville",177,15339,2216417.58,2450280.69,3386296.58,0.9966,0,0.2298,0.3458,0.0848,17,37,66,31,0.2102,1.4594,0.2174,80.97,62,115,164,22,32,54,30,11,37,31,14,140,NA,0,24,12,0,1,8,91,1,88,89,97,5,95,3,4,1,9,7,2,87,5,8,88,4,8,97,2,"south",0,0,1,0,0,12522.133220339,13843.3937288136,19131.6190960452,144.495572071191,159.741879522785,220.763842492992,0.654525534795301,1.10828606819219,0.175141242937853,0.372881355932203,0.209039548022599,86.6610169491525,177,0.305084745762712,0.0621468926553672,0.169491525423729,0.209039548022599,0.175141242937853,0.0790960451977401,0.350282485875706,0.649717514124294,0.124293785310734,0.180790960451977,0.6604,0.347970926711084,0.523622047244094,0.128407026044821,NA,0.790960451977401,NA,0,0.135593220338983,0.0677966101694915,0
"12",11517,"HOSPICE OF WEST ALABAMA","3851 LOOP ROAD","TUSCALOOSA","AL",35404,"AL - Tuscaloosa",692,32924,6159273.38,6927650.12,11576612.16,0.9081,881,0.3555,0.5052,0.0665,36,277,160,63,1.1352,1.648,0.1375,80.13,293,399,575,77,105,189,130,48,118,107,100,358,0,0,0,NA,333,1,6,93,0,90,91,96,4,96,4,4,0,6,5,4,87,4,9,83,5,12,95,5,"south",0,0,1,0,0,8900.68407514451,10011.0550867052,16729.2083236994,187.075488397522,210.413379905236,351.61621188191,0.53204454765115,1.09342728708541,0.0910404624277457,0.23121387283237,0.40028901734104,47.5780346820809,692,0.273121387283237,0.069364161849711,0.187861271676301,0.170520231213873,0.154624277456647,0.144508670520231,0.423410404624277,0.576589595375723,0.111271676300578,0.151734104046243,0.9272,0.383412424503883,0.544866264020707,0.0717213114754098,NA,0.517341040462428,0,0,0,NA,0.48121387283237
"13",11522,"GENTIVA HOSPICE - DOTHAN","2740 HEADLAND AVENUE","DOTHAN","AL",36303,"AL - Dothan",867,79740,10930772.9,12685700.07,15801636.53,0.9907,14,0.2422,0.2469,0.0284,103,157,341,175,0.2772,1.0799,0.059,80.75,383,484,744,91,184,224,238,51,172,102,80,624,12,157,15,59,0,6,15,79,7,80,82,90,12,88,8,8,2,12,10,8,77,10,13,76,8,16,82,11,"south",0,0,1,0,0,12607.5811995386,14631.718650519,18225.6476701269,137.080171808377,159.088287810384,198.16449122147,0.691749419703935,1.29169801856032,0.201845444059977,0.393310265282584,0.181084198385236,91.9723183391003,867,0.25836216839677,0.0588235294117647,0.274509803921569,0.19838523644752,0.117647058823529,0.0922722029988466,0.441753171856978,0.558246828143022,0.104959630911188,0.212226066897347,0.5175,0.468019323671498,0.477101449275362,0.0548792270531401,867,0.719723183391003,0.013840830449827,0.181084198385236,0.0173010380622837,0.0680507497116494,0
"14",11523,"HOSPICE OF MONTGOMERY","1111 HOLLOWAY PARK","MONTGOMERY","AL",36117,"AL - Montgomery",88,5825,804199.62,931605.05,1286566.95,0.9962,NA,0.3623,0.3136,0.0207,14,17,28,NA,0.3739,1.0226,0.0379,84.44,27,61,80,NA,NA,15,23,NA,18,NA,15,59,24,0,NA,0,0,3,14,83,2,81,83,89,8,92,6,6,1,13,11,10,78,5,17,84,6,10,92,6,"south",0,0,1,0,0,9138.63204545455,10586.4210227273,14620.0789772727,138.060020600858,159.932197424893,220.869862660944,0.625074054638198,2.40343347639485,NA,0.318181818181818,0.193181818181818,66.1931818181818,NA,0.170454545454545,NA,0.261363636363636,0.204545454545455,NA,0.170454545454545,0.306818181818182,0.693181818181818,NA,NA,0.6966,0.520097616996842,0.450186620729256,0.0297157622739018,NA,0.670454545454545,0.272727272727273,0,NA,0,0
"15",11524,"CHATTAHOOCHEE HOSPICE INC","6 MEDICAL PARK NORTH","VALLEY","AL",36854,"AL - Birmingham",137,8249,1167247.82,1355357.99,1465811.36,0.9941,0,0.278,0.3036,0.0525,20,21,49,12,0.2849,0.9016,0.0709,81.04,41,96,104,21,37,49,24,29,21,NA,NA,93,0,44,0,0,0,1,5,94,3,90,92,93,10,90,4,7,1,6,1,6,85,7,8,87,4,9,95,2,"south",0,0,1,0,0,8520.05708029197,9893.12401459854,10699.3529927007,141.501735967996,164.305732816099,177.695643108256,0.79631516841294,2.4245363074312,0.0875912408759124,0.357664233576642,0.153284671532847,60.2116788321168,NA,0.357664233576642,0.211678832116788,0.175182481751825,0.153284671532847,NA,NA,0.299270072992701,0.700729927007299,0.153284671532847,0.27007299270073,0.6341,0.438416653524681,0.47878883456868,0.0827945119066393,137,0.678832116788321,0,0.321167883211679,0,0,0
"16",11526,"LAKESIDE HOSPICE INC","4010 MASTERS ROAD","PELL CITY","AL",35128,"AL - Birmingham",151,15294,2072772.63,2401133.17,3876709.41,0.9965,0,0.1994,0.2836,0.0553,22,17,78,33,0.1981,0.7131,0.0853,78.79,72,79,136,48,11,48,16,14,40,22,11,141,NA,NA,NA,0,NA,0,9,91,1,91,94,97,6,94,2,3,1,7,3,2,85,4,11,83,4,13,92,7,"south",0,0,1,0,0,13726.9710596026,15901.5441721854,25673.5722516556,135.528483719106,156.998376487511,253.479103570027,0.534673201105367,1.43847260363541,0.218543046357616,0.516556291390728,0.112582781456954,101.284768211921,151,0.317880794701987,0.0927152317880795,0.105960264900662,0.264900662251656,0.145695364238411,0.0728476821192053,0.47682119205298,0.52317880794702,0.317880794701987,0.0728476821192053,0.5383,0.370425413338287,0.526843767415939,0.102730819245774,NA,0.933774834437086,NA,NA,NA,0,NA
"17",11528,"COMPASSUS-AUBURN","665 OPELIKA ROAD, SUITE 200","AUBURN","AL",36830,"AL - Birmingham",423,22477,3578594.62,4127178.2,7341995.54,0.9529,0,0.351,0.2694,0.0359,41,123,112,30,0.6456,0.7385,0.0591,79.58,199,224,299,59,51,172,37,21,84,52,57,274,NA,0,18,14,107,4,19,77,3,82,76,92,11,89,7,12,2,11,12,6,71,10,19,69,13,18,86,11,"south",0,0,1,0,0,8460.03456264775,9756.92245862884,17356.9634515366,159.211399208079,183.617840459136,326.644816479068,0.487414436647833,1.82408684432976,0.0709219858156028,0.264775413711584,0.290780141843972,53.1371158392435,423,0.40661938534279,0.049645390070922,0.0874704491725768,0.198581560283688,0.122931442080378,0.134751773049645,0.470449172576832,0.529550827423168,0.139479905437352,0.120567375886525,0.6563,0.534816394941338,0.410483010818223,0.0547005942404388,NA,0.647754137115839,NA,0,0.0425531914893617,0.033096926713948,0.252955082742317
"18",11530,"HOSPICE OF THE SHOALS, INC","115 FAIRGROUND ROAD","FLORENCE","AL",35630,"AL - Birmingham",109,8027,1131721.27,1314752.95,2251803.72,0.9973,120,0.4423,0.2975,0.0552,NA,12,40,18,0.6564,0.9106,0.0866,78.27,51,58,102,16,13,44,22,NA,14,11,NA,87,0,0,21,NA,0,4,7,89,2,88,92,95,6,94,5,3,0,7,5,5,80,7,13,89,4,7,95,3,"south",0,0,1,0,0,10382.7639449541,12061.9536697248,20658.7497247706,140.98931979569,163.791323034758,280.528680702629,0.502584332705517,NA,0.165137614678899,0.36697247706422,0.110091743119266,73.6422018348624,NA,0.403669724770642,NA,0.201834862385321,0.128440366972477,0.100917431192661,NA,0.467889908256881,0.532110091743119,0.146788990825688,0.119266055045872,0.795,0.556352201257862,0.374213836477987,0.0694339622641509,NA,0.798165137614679,0,0,0.192660550458716,NA,0
"19",11534,"HOSPICE OF NORTHWEST ALABAMA","1315 US HIGHWAY 43     P O BOX 1216","WINFIELD","AL",35594,"AL - Birmingham",105,7772,1088614.92,1265096.9,1969392.12,0.9992,0,0.3028,0.3052,0.0552,NA,20,47,13,0.3442,0.8789,0.1185,79.43,43,62,101,17,26,36,NA,15,36,12,NA,70,NA,0,32,0,0,4,8,88,0,91,92,96,5,95,5,5,1,4,3,3,88,3,9,84,6,10,94,6,"south",0,0,1,0,0,10367.7611428571,12048.5419047619,18756.1154285714,140.068826556871,162.776235203294,253.39579516212,0.552766972582382,NA,0.123809523809524,0.447619047619048,0.19047619047619,74.0190476190476,NA,0.342857142857143,0.142857142857143,NA,0.342857142857143,0.114285714285714,NA,0.40952380952381,0.59047619047619,0.161904761904762,0.247619047619048,0.6632,0.456574185765983,0.460193003618818,0.083232810615199,NA,0.666666666666667,NA,0,0.304761904761905,0,0
"20",11546,"COMMUNITY HOSPICE OF BALDWIN COUNTY","1450 N MCKENZIE STREET FOLEY AL 36535","FOLEY","AL",36535,"AL - Mobile",166,9993,1431098.23,1658040.63,2372393.11,0.9863,0,0.328,0.3386,0.0296,20,42,45,18,0.2214,1.3556,0.0431,82.05,76,90,157,47,23,37,41,NA,34,27,NA,104,NA,26,NA,29,0,2,13,85,2,83,87,91,12,88,7,4,2,10,9,7,86,5,9,85,5,10,91,7,"south",0,0,1,0,0,8621.0736746988,9988.19656626506,14291.5247590361,143.210070049034,165.920207145001,237.405494846392,0.603229803681229,2.00140098068648,0.108433734939759,0.271084337349398,0.253012048192771,60.1987951807229,NA,0.22289156626506,NA,0.246987951807229,0.204819277108434,0.162650602409639,NA,0.457831325301205,0.542168674698795,0.283132530120482,0.13855421686747,0.6962,0.471128985923585,0.48635449583453,0.0425165182418845,NA,0.626506024096386,NA,0.156626506024096,NA,0.174698795180723,0
"21",11549,"HOMESTEAD HOSPICE OF CAHABA, LLC","410 CHURCH STERET, SUITE B","SELMA","AL",36701,"AL - Birmingham",189,14658,2022263.96,2327972.56,5245130.55,0.9947,0,0.5187,0.2155,0.0279,33,32,81,19,0.5468,0.7836,0.0721,81.28,77,112,115,23,53,41,63,19,42,NA,NA,124,NA,0,52,NA,0,3,23,74,7,83,77,89,11,89,4,6,1,13,17,10,81,9,10,83,6,11,74,19,"south",0,0,1,0,0,10699.8093121693,12317.3151322751,27752.0134920635,137.963157320235,158.819249556556,357.833984854687,0.385550739056438,2.25133033155956,0.100529100529101,0.428571428571429,0.169312169312169,77.5555555555556,NA,0.216931216931217,0.100529100529101,0.333333333333333,0.222222222222222,NA,NA,0.407407407407407,0.592592592592593,0.121693121693122,0.28042328042328,0.7621,0.680619341293793,0.282771289856974,0.0366093688492324,NA,0.656084656084656,NA,0,0.275132275132275,NA,0
"22",11558,"ALABAMA HOSPICE CARE OF MOBILE","4318 DOWNTOWNER LOOP NORTH, SUITE R","MOBILE","AL",36606,"AL - Mobile",188,15047,2053467.04,2379941.56,4426728.47,0.9962,0,0.4094,0.1926,0.038,31,28,75,26,0.4215,0.8081,0.0494,82.46,78,110,147,52,40,40,32,14,64,21,17,135,NA,47,0,NA,NA,2,12,86,2,84,77,90,6,94,6,11,2,10,12,8,77,8,15,86,6,8,91,7,"south",0,0,1,0,0,10922.6970212766,12659.2636170213,23546.4280319149,136.470196052369,158.167180168804,294.193425267495,0.46387915001256,2.0602113378082,0.138297872340426,0.398936170212766,0.148936170212766,80.0372340425532,188,0.212765957446809,0.074468085106383,0.170212765957447,0.340425531914894,0.111702127659574,0.0904255319148936,0.414893617021277,0.585106382978723,0.276595744680851,0.212765957446809,0.64,0.6396875,0.3009375,0.059375,NA,0.718085106382979,NA,0.25,0,NA,NA
"23",11567,"ASERACARE HOSPICE-MONROEVILLE","1979 S HWY 21 BYPASS","MONROEVILLE","AL",36460,"AL - Mobile",345,27980,3880087.32,4497597.35,6067654.95,0.99,0,0.3706,0.2156,0.0324,40,82,144,52,0.3604,0.7295,0.1211,80.99,138,207,257,109,83,90,98,21,71,40,25,204,0,111,NA,19,NA,5,10,85,5,86,82,91,13,87,6,8,3,8,10,6,81,7,12,82,7,11,90,5,"south",0,0,1,0,0,11246.6299130435,13036.514057971,17587.4056521739,138.673599714081,160.743293423874,216.856860257327,0.639470660736896,1.42959256611866,0.150724637681159,0.417391304347826,0.23768115942029,81.1014492753623,345,0.260869565217391,0.0608695652173913,0.284057971014493,0.205797101449275,0.115942028985507,0.072463768115942,0.4,0.6,0.315942028985507,0.240579710144928,0.6186,0.599094730035564,0.348528936307792,0.052376333656644,NA,0.591304347826087,0,0.321739130434783,NA,0.0550724637681159,NA
"24",11576,"COMFORT CARE HOSPICE LLC","547 U.S. HIGHWAY 80 WEST, SUITE 2","DEMOPOLIS","AL",36732,"AL - Birmingham",144,14880,2029255.85,2347048,3353008.75,0.9921,0,0.308,0.3483,0.0341,30,24,72,32,0.3259,1.3182,0.1059,80.85,55,89,71,14,57,35,17,29,40,11,12,89,NA,NA,42,NA,0,2,14,84,2,85,83,93,13,87,8,11,3,7,6,4,81,7,12,79,8,13,86,12,"south",0,0,1,0,0,14092.0545138889,16298.9444444444,23284.7829861111,136.374721102151,157.731720430108,225.336609543011,0.60520446002415,2.01612903225806,0.222222222222222,0.5,0.166666666666667,103.333333333333,144,0.243055555555556,0.201388888888889,0.118055555555556,0.277777777777778,0.0763888888888889,0.0833333333333333,0.381944444444444,0.618055555555556,0.0972222222222222,0.395833333333333,0.6904,0.44611819235226,0.504490150637312,0.0493916570104287,NA,0.618055555555556,NA,NA,0.291666666666667,NA,0
"25",11577,"COVENANT HOSPICE INC - DOTHAN","104 ROCK BRIDGE ROAD","DOTHAN","AL",36303,"AL - Dothan",863,56085,8435791.07,9768722.29,14876393.83,0.97,438,0.3528,0.4083,0.0534,77,239,260,102,0.547,2.3542,0.1292,80.46,407,456,725,206,145,244,158,104,158,80,119,491,14,190,12,114,42,6,15,79,7,80,81,88,13,87,7,9,2,13,10,10,75,10,15,73,9,18,82,11,"south",0,0,1,0,0,9774.96068366165,11319.4928041715,17237.9998030127,150.410824106267,174.177093518766,265.247282339306,0.567058869669626,1.37291610947669,0.11819235225956,0.301274623406721,0.27694090382387,64.9884125144844,863,0.282734646581692,0.120509849362688,0.183082271147161,0.183082271147161,0.0926998841251448,0.137891077636153,0.471610660486674,0.528389339513326,0.238702201622248,0.168018539976825,0.8145,0.433149171270718,0.501289134438306,0.0655616942909761,863,0.568945538818077,0.0162224797219003,0.220162224797219,0.0139049826187717,0.132097334878331,0.048667439165701
"26",11579,"COMPASSUS-GADSDEN","1735 HIGHWAY 77","SOUTHSIDE","AL",35907,"AL - Birmingham",258,33455,4545776.24,5278256.45,6511989.97,0.9881,0,0.2103,0.1605,0.0257,32,18,152,79,0.2784,0.7572,0.0722,80.03,107,151,219,42,66,40,53,17,81,45,22,188,NA,63,0,NA,0,4,12,84,3,87,90,95,6,94,4,4,1,9,6,4,81,7,12,85,5,10,90,7,"south",0,0,1,0,0,17619.287751938,20458.3583333333,25240.2712015504,135.877334927515,157.771826333881,194.649229412644,0.698062537095708,0.95650874308773,0.306201550387597,0.589147286821705,0.0697674418604651,129.670542635659,258,0.155038759689922,0.0658914728682171,0.205426356589147,0.313953488372093,0.174418604651163,0.0852713178294574,0.414728682170543,0.585271317829457,0.162790697674419,0.255813953488372,0.3965,0.530390920554855,0.404791929382093,0.0648171500630517,NA,0.728682170542636,NA,0.244186046511628,0,NA,0
"27",11582,"COMFORT CARE HOSPICE OF GREENVILLE","23 JAMESON LANE","GREENVILLE","AL",36037,"AL - Montgomery",139,12556,1697849.17,1971097.86,2931292.13,0.993,0,0.2984,0.2338,0.0436,17,22,56,25,0.3156,0.7623,0.1162,81.5,48,91,103,NA,67,22,23,41,30,NA,NA,73,NA,25,38,NA,0,1,20,79,1,85,81,93,9,91,6,5,1,9,14,6,82,9,9,78,3,19,94,5,"south",0,0,1,0,0,12214.7422302158,14180.5601438849,21088.4325899281,135.222138419879,156.984538069449,233.457480885632,0.579215272549447,1.35393437400446,0.179856115107914,0.402877697841727,0.158273381294964,90.3309352517986,NA,0.158273381294964,0.294964028776978,0.165467625899281,0.215827338129496,NA,NA,0.345323741007194,0.654676258992806,NA,0.482014388489209,0.5758,0.518235498436957,0.406043765196249,0.075720736366794,NA,0.525179856115108,NA,0.179856115107914,0.273381294964029,NA,0
